format	definitions	instances	example
UK Postcode	1	1	https://api.swaggerhub.com/apis/BRupholdt/Mosaic/1.0.0
UNIX timestamp	1	1	https://api.swaggerhub.com/apis/stinethebean/ClaimCompass-Microsoft2/1.0.0
UNSPECIFIED	1	1	https://raw.githubusercontent.com/dwojciec/test/master/src/main/resources/ahoi.swagger.json
URL encoded string	1	5	https://api.swaggerhub.com/apis/keski/rest-spin/1.0.0
USD	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
UTC Unix epoch	1	1	https://raw.githubusercontent.com/mg4tv/API-spec/master/swagger.yaml
UUID V4	1	1	https://raw.githubusercontent.com/TimVosch/gomeetup-REST/master/api/swagger/swagger.yaml
UUID for logo picture	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
UUID for signature picture	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
UUID of user that created item	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
UUID of user that modified item	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
UiT + phone_number	1	2	https://api.swaggerhub.com/apis/dianacerra0901/registro-unico_services/2.0.2
Untitled material databas	1	1	https://api.swaggerhub.com/apis/natellium/material-database/1.0.0
UsageSummaryQueryCriteria	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Utilization.json
User already exists	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
User doesn't exist	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
UserType	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/UserMapping.json
VarChar(10)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(100)	1	32	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(1000)	1	8	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(15)	1	12	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(20)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(200)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(250)	1	1	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(50)	1	6	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(500)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(75)	1	10	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VariableGroupActionFilter	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/TaskAgent.json
Visa, Discover, Mastercard	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
WBR_RR/SuppliersPortalAdmin	1	4	https://api.swaggerhub.com/apis/Wildberries/DocumentsStorage/1.2.1
WILDBERRIES\the.username	1	4	https://api.swaggerhub.com/apis/Wildberries/DocumentsStorage/1.2.1
WXXXXX	1	1	https://raw.githubusercontent.com/mon0051/Angular2TestHarness/master/swagger/swagger-0.1.3.yaml
WidgetScope	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Dashboard.json
WorkItemErrorPolicy	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
WorkItemExpand	1	5	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/WorkItemTracking.json
X;Y;Z	1	4	https://raw.githubusercontent.com/InfiniteRam/mwissues-nodejs-server/master/tools/server-api.yaml
X;Y;Z;W	1	2	https://raw.githubusercontent.com/InfiniteRam/mwissues-nodejs-server/master/tools/server-api.yaml
XX	1	3	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
XX/XX	1	1	https://api.swaggerhub.com/apis/Avizacherman/dibs-api/2.0.0
XXXX-XXXX	1	1	https://api.swaggerhub.com/apis/ttkdroid/Test/1.0.0
Y	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
YYYY-MM-DD 24HH:MM:SS.USSS	1	1	https://raw.githubusercontent.com/21dotco/sensor21/master/manifest.yaml
YYYY-MM-DD HH:MM:SS	1	3	https://api.swaggerhub.com/apis/jakerator/tracker_api/1.0.0
YYYY-MM-DD hh:mm:ss	1	4	https://api.swaggerhub.com/apis/yates009/IRE/1.2
YYYY-MM-DDTHH:MM:SSZ	1	8	https://api.swaggerhub.com/apis/diegofguillen/localSports/1.0.0
YYYY-MM-DDThh:mm:ss+00:00	1	2	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
YYYY-MM-DDThh:mm:ss.sTZD	1	1	https://api.swaggerhub.com/apis/drakkar/AuditTrail/1.0.0
YYYY-MM-DDThh:mm:ssTZD	1	1	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
YYYY-MM-DD_HH24:MI:SS	1	9	https://api.swaggerhub.com/apis/paulredmond79/i-q_sonar_se_rest_api/2017-01-25.1
YYYY-MM-DDtHH24:MI:SSz	1	1	https://api.swaggerhub.com/apis/AllUnite/all-unite_traffic_api/2.12
YYYY-MM-dd	1	3	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
YYYY-MM-ddThh:mm:ssTZD	1	3	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
YYYY-mm-ddT07:01:36+0000	1	1	https://raw.githubusercontent.com/ganesansays/socialmessage-api/master/api/swagger/swagger.yaml
YYYYMM	1	1	https://api.swaggerhub.com/apis/juggerd/cpc/0.0.0
[0,11] chars. 1/2	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[0,255]	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[0-9]+%[0-9]+	1	1	https://raw.githubusercontent.com/kadena-io/juno/master/swagger/juno-swagger.json
[1-9][0-9]{9}	1	1	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
[4,45] chars	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[?, 254]	1	6	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
[?,20] chars	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[?,45]	1	3	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
[A-Z]{2}[0-9]{4}	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
[imageName1, imageName2 ..]	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
[min]-[max]	1	11	https://api.swaggerhub.com/apis/neopost/eccomvp/1.0.0
[min]-[max]/[Total]	1	11	https://api.swaggerhub.com/apis/neopost/eccomvp/1.0.0
\d+\.\d+\.\d+	1	1	https://api.swaggerhub.com/apis/patrick.jungermann/cdp.content.data.content-store/1.0.0
\d{2}:\d{2}	1	8	https://api.swaggerhub.com/apis/benoit.c/APIFrontBackStation/0.0.2
\d{4}-\d{2}-\d{2}	1	2	https://api.swaggerhub.com/apis/benoit.c/APIFrontBackStation/0.0.2
^([0-5][0-9]:[0-5][0-9]$	1	5	https://api.swaggerhub.com/apis/p1p3/ReportingAPI/1.0.0
^([0-9a-zA-Z-]+[\.])+[0-9a-zA-Z-]+$	1	2	https://api.swaggerhub.com/apis/rebel-l/SessionService/0.2.0
^C\d+$	1	1	https://api.swaggerhub.com/apis/helen/as-rest-api-xml/1.0
^[0-9]{1,2}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^[0-9]{1,3}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^[\wぁ-んァ-ン一-龠 　]{1,30}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^[a-z](?:[a-z_]*[a-z])?$	1	1	https://raw.githubusercontent.com/blinkboxbooks/magrathea/master/swagger/admin.yaml
^\d{4}$	1	1	https://api.swaggerhub.com/apis/rlmartin/payment_service/0.1.0
^\w{1,30}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^ap-northeast-1:[\w-]{36}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^https://s3-ap-northeast-1.amazonaws.com/[\w-/.]{1...	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
a=b&	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
a=foo&b=bar	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
abc,122002,122001	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
abcd1234	1	1	https://api.swaggerhub.com/apis/julianohsf/Rapaze/1.0.0
abignumber	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
accessibility	1	2	https://raw.githubusercontent.com/Pastor/modules/master/rest-oauth2/src/main/resources/api.v1.0.3.yaml
af7c2f47-f8c0-466d-8b3a-9b158860fba6	1	2	https://api.swaggerhub.com/apis/natellium/material-database/1.0.0
alarmstate	1	1	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
alpha-2	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ana/luiz/maria	1	2	https://api.swaggerhub.com/apis/estevaolucas/Clubinho/0.0.1
anyURI	1	1	https://raw.githubusercontent.com/wol190/ETSI-ISG-MEC/master/APIs/location/v1/LocationAPI.json
anypassword	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
application/js	1	1	https://raw.githubusercontent.com/igp-tech/igp-site-provider-doc/master/spec/swagger.yaml
application/json or text/json	1	5	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
application/pdf	1	2	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
application/vnd.tjp_api.v1+json	1	2	https://raw.githubusercontent.com/frowhy/Swagger2Postman/master/swagger.json
array (ProjectPropertyFilter)	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Project.json
array (SubjectDescriptor)	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Graph.json
ascii	1	17	https://raw.githubusercontent.com/fli-iam/CARMIN/master/carmin.yaml
average/min/max/numeric (1 -> 99.999)	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
base58[:ISO4217]	1	1	https://raw.githubusercontent.com/webwallet/api/master/api/swagger/swagger.yaml
base64encodedImage	1	1	https://raw.githubusercontent.com/KayEm/display-blinky/master/DisplayPi.Web/api/swagger.yaml
bibtex	1	1	https://raw.githubusercontent.com/wikimedia/citoid/master/spec.yaml
bin	1	2	http://rebilly.github.io/RebillyAPI/swagger.json
byte32	1	1	https://api.swaggerhub.com/apis/praveennagpal/reinsurance-contracts_api/1.0.0
cents	1	1	https://api.swaggerhub.com/apis/paulmandal/ads-api/1.0.0
character	1	3	https://raw.githubusercontent.com/keerthanat/Mayday/master/Documents/MayDay_REST_API_Documentation.yaml
charcater	1	1	https://raw.githubusercontent.com/keerthanat/Mayday/master/Documents/MayDay_REST_API_Documentation.yaml
checkbox	1	3	https://api.swaggerhub.com/apis/atmacaberke/Anheuser-Busch/1.0
clob	1	6	https://api.swaggerhub.com/apis/happysathya/OpenDirectAPI/1.0
cloudinaryID	1	1	https://api.swaggerhub.com/apis/salockhart/CrapMap/1.0.0
com.alertdriving.esb.account.Account	1	1	https://api.swaggerhub.com/apis/royzhu/account-system/0.0.1
com.boaweb.objectid	1	2	https://raw.githubusercontent.com/nh32rg/hooktest/master/service.yaml
com.eagleinvsys.camel.processors.jsonconverter.Res...	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
com.eagleinvsys.mashup.objects.GenericPositionMash...	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
com.eagleinvsys.objects.TSR	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
comma delimited list of Connect company ids	1	1	https://api.swaggerhub.com/apis/danielcgreen/analyze-api/v1
comma-seperated list	1	15	https://raw.githubusercontent.com/eleven41/skeddly-api-docs/master/skeddly-api.yaml
composite	1	1	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
composite_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
convert_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
convert_html_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
copy_metadata_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
crontab	1	1	https://api.swaggerhub.com/apis/vagur/freeely-device_control_and_monitoring_api/0.0.1
crypted string	1	1	https://api.swaggerhub.com/apis/Fede72/Falesia/1.0.0
cuc	1	5	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
curie	1	1	https://api.swaggerhub.com/apis/buske/RareConnect/0.1.0
customdateformat	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
customer-specific	1	2	https://api.swaggerhub.com/apis/alexswilliams/skillsforge_rde_event_api/0.9
d/m/y H:i:s	1	3	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
dataTime	1	2	https://raw.githubusercontent.com/ltriggimgstg/testnode/master/config/swagger.yaml
date  2011-03-12T00:00:00	1	3	https://api.swaggerhub.com/apis/LakanaEngineering/Lakana_RESTful_API_V2.13/2.13
date (RFC-3339)	1	4	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
date yyyy-mm-dd	1	2	https://api.swaggerhub.com/apis/bip42/prismacloud/1.0.0
date-only	1	5	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
date-string	1	1	https://api.swaggerhub.com/apis/Denys/dreamscloud/1.0.0
date-time(iso8601 with timezone)	1	1	https://api.swaggerhub.com/apis/ethan_lee/sway-ml-py/1.0.0
date-timestamp	1	5	https://api.swaggerhub.com/apis/lohengrin332/CINC_export/1.0.0
date-type	1	1	https://raw.githubusercontent.com/nemesi8s/falcon.io/master/api/falcon.yaml
date/comments/rating/random	1	1	https://raw.githubusercontent.com/vitush93/mffun/master/docs/api.yaml
dateTIme	1	1	https://api.swaggerhub.com/apis/SamuelMcAravey/VendorLink/1.0.0
dateonly	1	2	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
datetime (RFC-3339)	1	2	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
dateyyyy-mm-ddThh:mm	1	1	https://api.swaggerhub.com/apis/GatoPresto/credit-the_americas_management_api_mapi/1.0.0-b
day	1	1	https://raw.githubusercontent.com/NoctivagusObitus/EinkaufsApp-Backend/master/swagger.yaml
dc	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
dd-mm-yy	1	1	https://api.swaggerhub.com/apis/wilvergonzalez.delta/meykos/v1
dd/MM/yy	1	2	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
deciaml	1	1	https://api.swaggerhub.com/apis/huawei.li/rest/1.0.0
decimal value	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
dictionary of string	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
diman-mich@yandex.ru	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
doube	1	1	https://raw.githubusercontent.com/esaip-dotnet/quiz/master/swagger.json
doubl	1	1	https://raw.githubusercontent.com/rominaracca/seminarioIUA/master/Swagger/swagger.yaml
double for percents, int for units and amount	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
double,double	1	2	https://raw.githubusercontent.com/netoht/mobile-api/master/src/main/resources/static/public/swagger.yaml
double64	1	1	https://api.swaggerhub.com/apis/kovda/UMKA/1.0.0
duration literal	1	1	https://api.swaggerhub.com/apis/athind94/Canopi/0.1.0
ellipse_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
email address	1	1	https://api.swaggerhub.com/apis/vvdl/AuthenticationServer/0.1
email only	1	1	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
email standard	1	1	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
email(30)	1	1	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
en-US	1	4	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
enum - CASH - ROLLOVER_401K - WELLS_TRADE_ACCOUNT ...	1	1	https://api.swaggerhub.com/apis/mbedoian/mont/1
enum - issued - closed - in_manual - in_process - ...	1	1	https://api.swaggerhub.com/apis/megakrutak/zaymer-api/1.0
enum - monday - tuesday - wednesday - thursday - f...	1	1	https://api.swaggerhub.com/apis/immi/appointments/0.1
enum -APPROVED -UNAPPROVED	1	1	https://api.swaggerhub.com/apis/angeltooth/hkjc-api_specifications/1.0
enum value	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum values	1	13	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum values or UUID	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum('1','2','U')	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
enum('Normal', 'Chateado', 'Critico', 'Insatisfeit...	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
enum=['starting', 'started', 'paused', 'finishing'...	1	1	https://api.swaggerhub.com/apis/Mirann/JeFile.Monitor/1.0.0
enum_name	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
env-prod-dc	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
facebook,vkontakte	1	3	https://api.swaggerhub.com/apis/talaka/api.talaka.user/1.0.0
falsy	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
fbcf581cefbcf577581cefbcf577abad8b8	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
field1,field2	1	1	https://api.swaggerhub.com/apis/rebel-l/SessionService/0.2.0
fieldname	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
file-name	1	1	https://raw.githubusercontent.com/miloscitakovic/api-descriptions/master/content-management/swagger/content-management.json
filter	1	9	https://raw.githubusercontent.com/flapjack/flapjack.io/master/lib/swagger/api.json
flaot	1	1	https://api.swaggerhub.com/apis/lackneets/vaults/1.0.0
flloat	1	1	https://api.swaggerhub.com/apis/electrific_wp4/Electrific_CSP_ADAS/0.1.0
float - Expected values are between 0 and 1. where...	1	2	https://raw.githubusercontent.com/FWidm/FlashCardsAPI/master/_Docs/swagger-flashcards-api.yaml
folder-path	1	1	https://raw.githubusercontent.com/miloscitakovic/api-descriptions/master/content-management/swagger/content-management.json
formData	1	1	https://raw.githubusercontent.com/yulane/myblog/master/api.myblog/public/doc/swagger.json
g	1	4	https://api.swaggerhub.com/apis/feymartynov/putinway/0.0.1
glob-style string pattern	1	5	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
gtin13	1	2	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
guid+guid	1	1	https://raw.githubusercontent.com/BristechSRM/comms/master/Comms/api.json
hex color code	1	1	https://api.swaggerhub.com/apis/ankobi/PickToLightControl/1.0.0
hex_color	1	2	https://api.swaggerhub.com/apis/ninjudd/yarn/1.0.0
hexadecimal	1	3	https://raw.githubusercontent.com/0verseas/0verSchool/master/api/swagger.yaml
hexadecimal without pound sign	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
hexstring	1	2	https://raw.githubusercontent.com/MaxLeap/Docs/master/zh/REST/API/api.json
hh:mm	1	1	https://raw.githubusercontent.com/ghentlivinglab/Personalized-mobility-information-service-solution-1/master/2015-2016-api-mobiliteitscentrum/swagger.json
hh:mm:ss	1	1	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
host	1	1	https://api.swaggerhub.com/apis/helen/mock-test/1.0
hour	1	2	https://api.swaggerhub.com/apis/rubendura/Hypit/v2.0.0
hours	1	1	https://api.swaggerhub.com/apis/rikeshkarki/Airlines/1.0.0
hstore	1	8	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
http address	1	4	https://api.swaggerhub.com/apis/ankobi/PickToLightControl/1.0.0
http-method	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
https://api.app-eventa.com/media/avatars/581cefbcf...	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://api.app-eventa.com/media/covers/9140845298...	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://google.com	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://google.com/pic.jpg	1	7	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
ia32	1	8	https://raw.githubusercontent.com/CodingFishWu/se350-project3/master/docs/api.yaml
iban	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ican	1	1	https://api.swaggerhub.com/apis/alyen/pts6_wherehouse/1.0.0
icao	1	3	https://api.swaggerhub.com/apis/fabersolutions/flightSchedule/1.0.0
image_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
incoming, outgoing or both	1	2	https://raw.githubusercontent.com/netgroup-polito/neo4jmanager/master/WebContent/neo4jmanager.yaml
initeger	1	1	https://raw.githubusercontent.com/savardiego/21tiles/master/manifest.yaml
int 32	1	1	https://api.swaggerhub.com/apis/manl/PC-Core-REST-API/1.0.0
int.	1	1	https://api.swaggerhub.com/apis/davidwtf/IaaSOS/v1
int17	1	1	https://api.swaggerhub.com/apis/guilhermehahn/buscaDadosBeneficiario/1.0.0
int23	1	3	https://raw.githubusercontent.com/damianpeterson/roundpal-api/master/web/documentation/roundpal.json
int255	1	1	https://api.swaggerhub.com/apis/hrawal/Test/1.0.0
int32	1	1	https://api.swaggerhub.com/apis/andix25/LAG/1.0.0
int32`	1	1	https://api.swaggerhub.com/apis/tonyt1/RoboSim/1.0.0
int32a	1	1	https://raw.githubusercontent.com/nokia-cdp/developer-ecosystem/master/resources/sdks/REST-APIs/swaggerdocs-6.0/swagger.yaml
int63	1	1	https://api.swaggerhub.com/apis/davidwudv/kugou_user_assets/0.9.4
int64 required:true	1	1	https://api.swaggerhub.com/apis/lucksonmachaya/Client/1.0.0
int64'	1	1	https://raw.githubusercontent.com/notfred/lrweb/master/webservices/nodejs-server/api/swagger.yaml
int66	1	1	https://raw.githubusercontent.com/rustanddust/itinerary-backend-doc/master/swagger.yaml
int664	1	1	https://raw.githubusercontent.com/inf-uach/SophiaAPI/master/Docs/swagger.json
int92	1	1	https://api.swaggerhub.com/apis/lauriChu/PropertyCross_ApI/1.0.0
intMin0Max21845	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
intMin0Max65535	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
integer 0-600	1	1	https://api.swaggerhub.com/apis/kdhamric/crossbrowsertesting-com_live_tests_api/3.0.0
integer or string	1	1	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
integer/float	1	13	https://api.swaggerhub.com/apis/danielkonimbo/Konimbo/1.0.0
integerMin0Max60000000	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
integet	1	1	https://api.swaggerhub.com/apis/x31forest/LINSI/1
interger	1	1	https://api.swaggerhub.com/apis/mchurakou/world-shop_api/1.0
intt32	1	1	https://api.swaggerhub.com/apis/ashrafk/ahs-apis/1.6.4
ip address	1	1	https://api.swaggerhub.com/apis/alexphi/CertificationAPI/1.0.0
iso	1	2	https://api.swaggerhub.com/apis/bart.goormans/tct_selligent_customer/1.0.0
iso-4217	1	2	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
iso-4217-alpha	1	1	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
iso-8601 date	1	4	https://raw.githubusercontent.com/kheob/FIT5140-Server/master/static/swagger.yaml
iso-date-time	1	2	https://raw.githubusercontent.com/SuysWimi/kambi-player-store/master/swagger.yaml
iso8601 datetime	1	4	https://api.swaggerhub.com/apis/rikeshkarki/Airlines/1.0.0
iso8601-timestamp	1	1	https://raw.githubusercontent.com/thewizardplusplus/vk-group-stats/master/docs/api.yaml
issn code	1	2	https://api.swaggerhub.com/apis/ppKrauss/issnl-resolver/1.0.0
items */{total-items} where {total-items} is a num...	1	1	https://raw.githubusercontent.com/sometimesiwonder/test123/master/v0001.json
items {start}-{end}/{total-items} where {total-ite...	1	4	https://raw.githubusercontent.com/sometimesiwonder/test123/master/v0001.json
json-schema-ref	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
json:json-schema-ref	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
jsonb	1	6	https://api.swaggerhub.com/apis/analia.garciain/Eventos/1.0.0
jsoon	1	1	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
key	1	2	https://api.swaggerhub.com/apis/Enketo/enketo-express-oc-account-manager/1.0.0
language	1	2	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
language code	1	3	https://api.swaggerhub.com/apis/domenik.antosch/SitecoreProspects/1.0.0
lat,lng	1	1	https://raw.githubusercontent.com/parapety/PubsAPI/master/web/swagger.json
latitude	1	2	https://raw.githubusercontent.com/andrewjtech123/rebilly-validschema/master/spec/swagger.yaml
line_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
link	1	3	https://api.swaggerhub.com/apis/geekyapi/sample_api/1.0.0
list	1	1	https://api.swaggerhub.com/apis/guillaumeo/febreze-home_hackathon_api/1.0
list of ids	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
localdate	1	5	https://api.swaggerhub.com/apis/sune/Legatbogen/1.0.0
login success	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
longint	1	1	https://api.swaggerhub.com/apis/akulshin/Drova_server_POC/1.0.0
longitude	1	2	https://raw.githubusercontent.com/andrewjtech123/rebilly-validschema/master/spec/swagger.yaml
longtext	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
m or f	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
