format	definitions	instances	example
YYYY-mm-dd	1	2	https://raw.githubusercontent.com/microKettle/kettle-frontdesk/master/swagger.yaml
YYYY-mm-ddT07:01:36+0000	1	1	https://raw.githubusercontent.com/ganesansays/socialmessage-api/master/api/swagger/swagger.yaml
[0-9]+%[0-9]+	1	1	https://raw.githubusercontent.com/kadena-io/juno/master/swagger/juno-swagger.json
^[a-z](?:[a-z_]*[a-z])?$	1	1	https://raw.githubusercontent.com/blinkboxbooks/magrathea/master/swagger/admin.yaml
a=b&	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
a=foo&b=bar	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
abignumber	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
accessibility	1	2	https://raw.githubusercontent.com/Pastor/modules/master/rest-oauth2/src/main/resources/api.v1.0.3.yaml
anyURI	1	1	https://raw.githubusercontent.com/wol190/ETSI-ISG-MEC/master/APIs/location/v1/LocationAPI.json
application/js	1	1	https://raw.githubusercontent.com/igp-tech/igp-site-provider-doc/master/spec/swagger.yaml
application/json or text/json	1	5	https://raw.githubusercontent.com/jeedo/fluffy-octo-kumquat/master/api/swagger.json
application/pdf	1	2	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
application/vnd.tjp_api.v1+json	1	2	https://raw.githubusercontent.com/frowhy/Swagger2Postman/master/swagger.json
array (ProjectPropertyFilter)	1	1	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Project.json
array (SubjectDescriptor)	1	2	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Graph.json
ascii	1	17	https://raw.githubusercontent.com/fli-iam/CARMIN/master/carmin.yaml
average/min/max/numeric (1 -> 99.999)	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
base58[:ISO4217]	1	1	https://raw.githubusercontent.com/webwallet/api/master/api/swagger/swagger.yaml
base64encodedImage	1	1	https://raw.githubusercontent.com/KayEm/display-blinky/master/DisplayPi.Web/api/swagger.yaml
bibtex	1	1	https://raw.githubusercontent.com/wikimedia/citoid/master/spec.yaml
bigint	1	2	https://raw.githubusercontent.com/zaxgithub/sample_yaml/master/sample1.yaml
character	1	3	https://raw.githubusercontent.com/keerthanat/Mayday/master/Documents/MayDay_REST_API_Documentation.yaml
character varying	1	4	https://raw.githubusercontent.com/PierreRochard/primeng-postgrest/master/index.json
charcater	1	1	https://raw.githubusercontent.com/keerthanat/Mayday/master/Documents/MayDay_REST_API_Documentation.yaml
com.boaweb.objectid	1	2	https://raw.githubusercontent.com/nh32rg/hooktest/master/service.yaml
com.eagleinvsys.camel.processors.jsonconverter.Res...	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
com.eagleinvsys.mashup.objects.GenericPositionMash...	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
com.eagleinvsys.objects.TSR	1	1	https://raw.githubusercontent.com/andriy-shtanheiev/Angular2-POC/master/src/data/initial-data.json
comma-seperated list	1	15	https://raw.githubusercontent.com/eleven41/skeddly-api-docs/master/skeddly-api.yaml
composite	1	1	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
composite_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
convert_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
convert_html_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
copy_metadata_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
customdateformat	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
dataTime	1	2	https://raw.githubusercontent.com/ltriggimgstg/testnode/master/config/swagger.yaml
date-type	1	1	https://raw.githubusercontent.com/nemesi8s/falcon.io/master/api/falcon.yaml
date/comments/rating/random	1	1	https://raw.githubusercontent.com/vitush93/mffun/master/docs/api.yaml
date_time	1	2	https://raw.githubusercontent.com/ghentlivinglab/Personalized-mobility-information-service-solution-1/master/2015-2016-api-mobiliteitscentrum/swagger.json
dates	1	1	https://raw.githubusercontent.com/Azar06/AWIMarket/master/API-DOC.json
day	1	1	https://raw.githubusercontent.com/NoctivagusObitus/EinkaufsApp-Backend/master/swagger.yaml
dc	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
dd/mm/yyyy	1	1	https://raw.githubusercontent.com/ewiener/pace_funding/master/swagger/swagger.json
dictionary of string	1	3	https://raw.githubusercontent.com/Microsoft/tedchambDocTest/master/TedChambDocTest/swagger/Oss.json
doube	1	1	https://raw.githubusercontent.com/esaip-dotnet/quiz/master/swagger.json
doubl	1	1	https://raw.githubusercontent.com/rominaracca/seminarioIUA/master/Swagger/swagger.yaml
double,double	1	2	https://raw.githubusercontent.com/netoht/mobile-api/master/src/main/resources/static/public/swagger.yaml
ellipse_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
email only	1	1	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
email standard	1	1	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
env-prod-dc	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
falsy	1	1	https://raw.githubusercontent.com/BigstickCarpet/swagger-parser/master/tests/specs/validate-schema/valid/unknown-format.yaml
fieldname	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
file-name	1	1	https://raw.githubusercontent.com/miloscitakovic/api-descriptions/master/content-management/swagger/content-management.json
filter	1	9	https://raw.githubusercontent.com/flapjack/flapjack.io/master/lib/swagger/api.json
float - Expected values are between 0 and 1. where...	1	2	https://raw.githubusercontent.com/FWidm/FlashCardsAPI/master/_Docs/swagger-flashcards-api.yaml
folder-path	1	1	https://raw.githubusercontent.com/miloscitakovic/api-descriptions/master/content-management/swagger/content-management.json
formData	1	1	https://raw.githubusercontent.com/yulane/myblog/master/api.myblog/public/doc/swagger.json
glob-style string pattern	1	5	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
guid+guid	1	1	https://raw.githubusercontent.com/BristechSRM/comms/master/Comms/api.json
hexadecimal	1	3	https://raw.githubusercontent.com/0verseas/0verSchool/master/api/swagger.yaml
hexstring	1	2	https://raw.githubusercontent.com/MaxLeap/Docs/master/zh/REST/API/api.json
hh:mm	1	1	https://raw.githubusercontent.com/ghentlivinglab/Personalized-mobility-information-service-solution-1/master/2015-2016-api-mobiliteitscentrum/swagger.json
hh:mm:ss	1	1	https://raw.githubusercontent.com/CEITECHS/pango-service-registry/master/src/main/resources/pango-api.yaml
html	1	3	https://raw.githubusercontent.com/6aika/api-paatos/master/paatos.swagger.yaml
http-method	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
ia32	1	8	https://raw.githubusercontent.com/CodingFishWu/se350-project3/master/docs/api.yaml
image_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
incoming, outgoing or both	1	2	https://raw.githubusercontent.com/netgroup-polito/neo4jmanager/master/WebContent/neo4jmanager.yaml
initeger	1	1	https://raw.githubusercontent.com/savardiego/21tiles/master/manifest.yaml
int11	1	7	https://raw.githubusercontent.com/guodont/a-tech-backend/master/docs/swagger-atech-api.yaml
int128	1	1	https://raw.githubusercontent.com/donnerruebe/HAW_AIP_2015/master/APIDOC/FlightOpGreenAPIFlight.yaml
int23	1	3	https://raw.githubusercontent.com/damianpeterson/roundpal-api/master/web/documentation/roundpal.json
int3	1	3	https://raw.githubusercontent.com/guodont/a-tech-backend/master/docs/swagger-atech-api.yaml
int32a	1	1	https://raw.githubusercontent.com/nokia-cdp/developer-ecosystem/master/resources/sdks/REST-APIs/swaggerdocs-6.0/swagger.yaml
int64'	1	1	https://raw.githubusercontent.com/notfred/lrweb/master/webservices/nodejs-server/api/swagger.yaml
int64;	1	2	https://raw.githubusercontent.com/DarkSKull2/careteammodel/master/model/swagger.yaml
int66	1	1	https://raw.githubusercontent.com/rustanddust/itinerary-backend-doc/master/swagger.yaml
int664	1	1	https://raw.githubusercontent.com/inf-uach/SophiaAPI/master/Docs/swagger.json
ipaddress	1	5	https://raw.githubusercontent.com/apollo17march/data-distribution-api/master/swagger.yaml
iso-8601 date	1	4	https://raw.githubusercontent.com/kheob/FIT5140-Server/master/static/swagger.yaml
iso-date-time	1	2	https://raw.githubusercontent.com/SuysWimi/kambi-player-store/master/swagger.yaml
iso8601-timestamp	1	1	https://raw.githubusercontent.com/thewizardplusplus/vk-group-stats/master/docs/api.yaml
items */{total-items} where {total-items} is a num...	1	1	https://raw.githubusercontent.com/sometimesiwonder/test123/master/v0001.json
items {start}-{end}/{total-items} where {total-ite...	1	4	https://raw.githubusercontent.com/sometimesiwonder/test123/master/v0001.json
json-schema-ref	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
json:json-schema-ref	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
label	1	1	https://raw.githubusercontent.com/spilio/chefArchitect.github.io/master/assets/apispots/swaggered/img/swagger.json
language	1	2	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
language-map	1	1	https://raw.githubusercontent.com/shield-9/MBXP/master/swagger.json
lat,lng	1	1	https://raw.githubusercontent.com/parapety/PubsAPI/master/web/swagger.json
latitude	1	2	https://raw.githubusercontent.com/andrewjtech123/rebilly-validschema/master/spec/swagger.yaml
line_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
list of ids	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS_API_System/master/LandPKS_API_System.yaml
login success	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
longitude	1	2	https://raw.githubusercontent.com/andrewjtech123/rebilly-validschema/master/spec/swagger.yaml
m or f	1	1	https://raw.githubusercontent.com/OrganicityEu-Platform/api/master/raw/Scenarios.yaml
machine1+machine2+...	1	1	https://raw.githubusercontent.com/thomasheckmann/zxinfo-services/master/swagger.yaml
machineName	1	1	https://raw.githubusercontent.com/Microsoft/MetricSystem/master/doc/metricsystem_swagger.yaml
map	1	2	https://raw.githubusercontent.com/corebob/olims-api/master/docs/api.json
md5sum	1	14	https://raw.githubusercontent.com/openstack/kloudbuster/master/kb_server/kloudbuster-swagger.yaml
media type e.g. image/png	1	1	https://raw.githubusercontent.com/FWidm/FlashCardsAPI/master/_Docs/swagger-flashcards-api.yaml
merge_to_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
meta:api-version	1	2	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:file-name	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:license	1	6	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meta:meta-identifier	1	1	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
meta:phone-number	1	1	https://raw.githubusercontent.com/corenova/yang-cord/master/swagger.yaml
meta:timezone	1	1	https://raw.githubusercontent.com/corenova/yang-cord/master/swagger.yaml
meta:title	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
meters	1	1	https://raw.githubusercontent.com/theSuess/openspotmap/master/api/v0/swagger.yaml
millisec	1	2	https://raw.githubusercontent.com/capehorn/swagger-vertx-elm/master/src/main/resources/upbeat-api.json
mime	1	1	https://raw.githubusercontent.com/shield-9/MBXP/master/swagger.json
mime type	1	2	https://raw.githubusercontent.com/airbusgeo/api-docs/master/view.yaml
mimetype	1	5	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
mmddyyyy	1	1	https://raw.githubusercontent.com/tradestation/api-docs/master/spec/swagger.yaml
mongodb-objectid	1	1	https://raw.githubusercontent.com/thewizardplusplus/vk-group-stats/master/docs/api.yaml
multipart/form-data	1	1	https://raw.githubusercontent.com/XiaChen2016/expense-tracker/master/Documents/TrackrAPI(2.1).json
m|km|cm|mm|mi|sm|ft|in|yd	1	1	https://raw.githubusercontent.com/Aallam/GeoLocation-API/master/api/swagger.yaml
name	1	8	https://raw.githubusercontent.com/PierreRochard/primeng-postgrest/master/index.json
nickname	1	1	https://raw.githubusercontent.com/s0nerik/BugTracktor/master/api/swagger/swagger.yaml
normalized location	1	1	https://raw.githubusercontent.com/stevenpollack/dairy_queen/master/swagger.yaml
ocr_operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
ocr_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
ocr_text_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
onixContributorRole	1	1	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
onixProductForm	1	1	https://raw.githubusercontent.com/blinkboxbooks/catalogue-v2.scala/master/swagger/books-api-v2.yaml
operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
operation_response_common	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
palindrome	1	1	https://raw.githubusercontent.com/Tzinov15/SwaggerBank/master/demo/demoApi.yaml
passwrod	1	1	https://raw.githubusercontent.com/lixingwang/go-swagger-files/master/SwaggerValidationIssues.json
pdf_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
plain/text	1	2	https://raw.githubusercontent.com/MarechJ/email_api/master/swagger.yaml
postal code	1	2	https://raw.githubusercontent.com/cultuurnet/udb3-swagger/master/swagger.json
process	1	1	https://raw.githubusercontent.com/Pastor/modules/master/rest-oauth2/src/main/resources/api.v1.0.3.yaml
propertyName ASC | DESC	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
propertyname ASC|DESC	1	6	https://raw.githubusercontent.com/KaloNikolov/node-js-to-azure-deployment/master/api/swagger.yaml
qr_code_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
raw	1	1	https://raw.githubusercontent.com/influxdata/chronograf/master/server/swagger.json
rectangle_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
rgb	1	2	https://raw.githubusercontent.com/masaru-takano/DeviceConnect-Spec/master/api/light.json
rison	1	9	https://raw.githubusercontent.com/cogniteev/oncrawl-api-swagger-v1/master/swagger.yaml
route-handler	1	11	https://raw.githubusercontent.com/corenova/yang-express/master/swagger.yaml
rtf_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
seconds	1	1	https://raw.githubusercontent.com/webwallet/swagger/master/swagger.yaml
secure_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
semantic-iri	1	3	https://raw.githubusercontent.com/6aika/api-paatos/master/paatos.swagger.yaml
sensorSchema	1	1	https://raw.githubusercontent.com/mfeneley/LargeScale/master/dist/api-docs.json
sha256	1	4	https://raw.githubusercontent.com/e-gob/API-SES-Wrapper/master/OpenAPI.yaml
sharepoint_file	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
signup failed	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
signup success	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
spectral hash	1	1	https://raw.githubusercontent.com/stuchalk/OSDB/master/app/webroot/files/swagger.json
split_operation_response	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
split_pdf_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
sqlite3 DATETIME	1	1	https://raw.githubusercontent.com/pepaslabs/TrivialGutenbergTweetsAPI/master/spec.yaml
street name and number	1	2	https://raw.githubusercontent.com/cultuurnet/udb3-swagger/master/swagger.json
string {0-2% ; 3-5% ; 6-10% ; 11-15% ; 16-30% ; 31...	1	1	https://raw.githubusercontent.com/LandPotential/LandPKS/master/services/analysis/Uber_API.yaml
subscriber-outflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
swagger	1	1	https://raw.githubusercontent.com/miqui/oneview-synergy-openapi/master/swagger.yaml
telephone	1	1	https://raw.githubusercontent.com/azurestandard/api-spec/master/public.json
test	1	3	https://raw.githubusercontent.com/mauricesvay/SketchfabDataApi/master/swagger.json
text/plain	1	1	https://raw.githubusercontent.com/10Duke/java-client-idp/master/com.tenduke.client.java.sample/src/main/resources/user_api_v1.json
text_watermark_data	1	1	https://raw.githubusercontent.com/Muhimbi/PDF-Converter-Services-Online/master/swagger/v1/muhimbi-pdf-online-swagger.json
textarea	1	1	https://raw.githubusercontent.com/mdsina/selectel-dns-api/master/swagger.json
texto	1	4	https://raw.githubusercontent.com/ismaelaraujo/posUnipe/master/swagger.json
time_range	1	1	https://raw.githubusercontent.com/epforgpl/_mojePanstwo-API-Server/master/app/webroot/swagger-bdl.json
timestamp without time zone	1	4	https://raw.githubusercontent.com/PierreRochard/primeng-postgrest/master/index.json
truthy, any value apart from false or 0 will be tr...	1	1	https://raw.githubusercontent.com/sergehuber/contextserver-rest-api/master/cxsSwagger.yaml
type1+type2+...	1	1	https://raw.githubusercontent.com/thomasheckmann/zxinfo-services/master/swagger.yaml
tzinfo	1	3	https://raw.githubusercontent.com/flapjack/flapjack.io/master/lib/swagger/api.json
uint256	1	3	https://raw.githubusercontent.com/genecyber/RibbitFlow/master/public/api-spec/spec.yaml
union	1	1	https://raw.githubusercontent.com/corenova/yang-swagger/master/swagger.yaml
unique name of the asset	1	1	https://raw.githubusercontent.com/sagarkrkv/assetStore/master/swagger_server/swagger/swagger.yaml
unit8	1	2	https://raw.githubusercontent.com/Dataman-Cloud/omega-api-docs/master/apiv3/api-doc.yaml
unix-time	1	1	https://raw.githubusercontent.com/Chronoes/ttu-webservices-project/master/docs/restApi.yaml
unsigned integer	1	1	https://raw.githubusercontent.com/HundertTage/Server/master/Swagger.yaml
unt64	1	1	https://raw.githubusercontent.com/montaltomarco/snaparound----backEnd/master/spec/v1.0.json
url-encoded utf-8	1	8	https://raw.githubusercontent.com/solita/livijuku/master/juku-backend/src/swagger/asiahallinta/asiahallinta-api.yaml
utc	1	5	https://raw.githubusercontent.com/johng/HeatMap/master/WebServer/swagger.yaml
utf8	1	9	https://raw.githubusercontent.com/gti525/h17-reseau-social/master/storage/api-docs/api-docs.json
uuuid	1	1	https://raw.githubusercontent.com/libopenstorage/specs/master/api/openstorage.yaml
variable but set	1	2	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
vsg:subscriber-inflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-vsg/swagger.yaml
vsg:subscriber-outflow	1	10	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-vsg/swagger.yaml
wrong	1	1	https://raw.githubusercontent.com/Azure/autorest/master/src/modeler/AutoRest.Swagger.Tests/Resource/Swagger/Validation/invalid-format.json
wrong password	1	1	https://raw.githubusercontent.com/ForzaGreen/webdav-proxy/master/swagger_api.json
x..y	1	2	https://raw.githubusercontent.com/bptlab/chimera/master/docu/rest/swagger.yaml
xtype:mac-address	1	16	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
xtype:network-identifier	1	6	https://raw.githubusercontent.com/corenova/yang-cord/master/service/cord-volt/swagger.yaml
xxx@yyy	1	2	https://raw.githubusercontent.com/noelo/fusedemo/master/MessagingAPI/main/resources/swagger/swagger.yaml
yearmonth	1	1	https://raw.githubusercontent.com/randing89/swagger-model/master/test/swagger.json
yyyy-MM-dd HH:mm	1	2	https://raw.githubusercontent.com/motation/ai15-price-and-revenue/master/docs/flightop.yaml
yyyy-MM-dd'T'HH:mm:ss'Z'	1	4	https://raw.githubusercontent.com/nbonavia/bet-swagger/master/swagger.json
yyyy-mm-dd	1	2	https://raw.githubusercontent.com/ygirard/NxICAPI/master/Swagger_APISpec.yaml
yyyymmdd	1	4	https://raw.githubusercontent.com/andy-zhangtao/v22/master/doc/api.json
zip	1	2	https://raw.githubusercontent.com/andrewjtech123/rebilly-validschema/master/spec/swagger.yaml
“train”, “tram”, “bus”, “vline” or “nightrider”	1	1	https://raw.githubusercontent.com/Crazedpeanut/PTV-Client-SDKs/master/swagger.yaml
